,Temperature,0.6,0.62,0.64,0.66,0.68,0.7000000000000001,0.7200000000000001,0.7400000000000001,0.7600000000000001,0.7800000000000001,0.8000000000000002
0,10,-0.00940327547799491,-0.008769440719630595,-0.008194339555087637,-0.007679430288733968,-0.007225936365474084,-0.006834841727505037,-0.006506887308349363,-0.006242568681310345,-0.006042134873007754,-0.005905588345505919,-0.005832686143925514
1,11,-0.009221596598962378,-0.008759096999881422,-0.00831582426219768,-0.007896844953918958,-0.007507190932912522,-0.007151831028025413,-0.006835642772145434,-0.006563384364596914,-0.006339667039000574,-0.0061689280135084346,-0.006055404195024039
2,12,-0.009042031306705667,-0.008730063968528157,-0.008403638308834616,-0.008070811828872593,-0.007739777069502907,-0.00741881360863772,-0.007116239190736451,-0.006840360300799375,-0.006599422496748275,-0.006401560820961549,-0.006254750608519544
3,13,-0.008866050147787519,-0.008684426797344713,-0.008460237423946637,-0.008203945391755951,-0.007926289799684128,-0.007638221580407389,-0.007350837972239788,-0.007075315783652059,-0.006822843876079787,-0.006604555303397319,-0.006431459543193796
4,14,-0.008695084115004192,-0.008624405703642424,-0.008488338882102653,-0.008299205154457923,-0.008069714996054245,-0.007812891601133742,-0.00754199239531772,-0.007270428815218111,-0.007011684868871271,-0.006779235004557904,-0.006586461818699263
5,15,-0.008530511060030221,-0.008552328851180846,-0.008490885485628041,-0.008359854760442431,-0.008173387042063496,-0.007946023944271019,-0.007692610301660352,-0.007428204003190331,-0.007167984263503513,-0.006927158927737764,-0.0067208714088451416
6,16,-0.008373642418746385,-0.008470603623720763,-0.008471006525041958,-0.008389417148805478,-0.008240942071552126,-0.00804113701639153,-0.007805912404080573,-0.007551436465291772,-0.00729403653758709,-0.007050099185448744,-0.006835969790813579
7,17,-0.0082257103728125,-0.008381686592827009,-0.00843197616740099,-0.008391626310242373,-0.008276267338942489,-0.008102017861858712,-0.007885386698603725,-0.007643172160726408,-0.007392359342645705,-0.007150016088360189,-0.006933188307073124
8,18,-0.008087855596386362,-0.008288052552074987,-0.008377169798563955,-0.008370376246034539,-0.00828344735907649,-0.008132669278666071,-0.007934739557811099,-0.007706665147509284,-0.007465658288765553,-0.007229030987900842,-0.0070140887565912635
9,19,-0.007961115767557203,-0.00819216304046222,-0.00831001890543348,-0.00832966781263167,-0.008266707541110918,-0.008137254258485882,-0.007957844163570371,-0.007745332345564293,-0.007516789509963928,-0.0072893972426300024,-0.0070803424877112775
10,20,-0.007846414901052867,-0.008096434678805053,-0.008233965006468225,-0.00827355406767083,-0.00823035597039734,-0.00812003839399722,-0.007958686870438214,-0.007762706310188605,-0.0075487204111368555,-0.007333469601178422,-0.007133708176070286
11,21,-0.007744553734937654,-0.00800320783071129,-0.008152413329526098,-0.008206084931316582,-0.008178724200945453,-0.008085331106428839,-0.007941312300488335,-0.007762386733418225,-0.007564489207140923,-0.007363672495614537,-0.007176008665794598
