,Temperature,0.6,0.62,0.64,0.66,0.68,0.7000000000000001,0.7200000000000001,0.7400000000000001,0.7600000000000001,0.7800000000000001,0.8000000000000002
0,10,3.274813172987251,2.760190489986144,2.2898123998683104,1.8651118825400772,1.487352769195354,1.1576243683960001,0.8768368964083493,0.6457177367560689,0.4648085492120799,0.3344632435441781,0.25484682829448957
1,11,3.107183024621918,2.740618243420613,2.385162874183152,2.04490018846991,1.7239076614641817,1.4262340347922873,1.1558763068751432,0.9167567950935336,0.7127004143694649,0.5474123166495701,0.4244560335937422
2,12,2.940725111402571,2.704001420235727,2.449900805891957,2.1847669577691704,1.9150780784257222,1.6474089438270312,1.3883921380329411,1.1446787095046602,0.9228984985675197,0.7296203922305722,0.5713127611379605
3,13,2.7763403026619926,2.6517155924229883,2.485730554239126,2.28661141145858,2.0628368839388713,1.8230877276801039,1.5761948165891226,1.331086098070955,1.0967327613325324,0.8820949665969238,0.6960674841830041
4,14,2.6149046980426647,2.585266374750063,2.4946018693735823,2.3526574487332255,2.1695284458692186,1.955598661210388,1.721477788174525,1.4779372643097304,1.2358449579915032,1.0060991159989499,0.7995619942084886
5,15,2.4572617759695277,2.5062709682970308,2.478683714114595,2.385422407009173,2.2378347594640218,2.047625325329136,1.8267846388625912,1.587516424828209,1.3421633460675366,1.1031317713786848,0.8828160468838178
6,16,2.3042147582164034,2.416438219603151,2.4403353338711895,2.38768220145721,2.270737439277582,2.1021679444238544,1.8949719686061144,1.6623999980511144,1.4178739447379485,1.1749051764491014,0.9470119118923321
7,17,2.15651928097941,2.317547439946793,2.3820749349542893,2.362433278816752,2.2714760547387414,2.122500882600434,1.929168486094568,1.7054193799267523,1.465388712240383,1.223319815529976,0.9934770243708044
8,18,2.0148764467448927,2.2114262370741926,2.3065463516977616,2.3128518535522744,2.2435033249203116,2.112126825901214,1.9327308299252763,1.7196206680964679,1.487311034463346,1.2504371196846478,1.0236649466096424
9,19,1.8799263478140347,2.0999276435468346,2.216484132921323,2.2422509535681456,2.19043775415048,2.07472824776778,1.9091966970008798,1.7082218633731827,1.4863989792065695,1.2584503107937053,1.0391348918201402
10,20,1.7522421309840865,1.9849068305338733,2.1146774934022687,2.1540358276688494,2.116014318075031,2.0141167822876014,1.8622358791762963,1.6745681000757031,1.46552678901935,1.2496537585975602,1.0415300716413185
11,21,1.6323246758547612,1.868197702569887,2.0039335942128673,2.0516582908458076,2.0240338416188024,1.9341811666381545,1.7955998513498344,1.622085491369944,1.4276451172772795,1.2264112503034994,1.0325551446294412
