,Temperature,0.6,0.62,0.64,0.66,0.68,0.7000000000000001,0.7200000000000001,0.7400000000000001,0.7600000000000001,0.7800000000000001,0.8000000000000002
0,10,-5.426391472967973e-08,7.857070096622953e-08,2.1010431675710928e-07,3.381455632653352e-07,4.6048466621068096e-07,5.749061849913417e-07,6.792019010756767e-07,7.711837739926564e-07,8.486968834653386e-07,9.096322740806406e-07,9.519396205262542e-07
1,11,2.645655150512738e-08,1.2502455788709899e-07,2.2941849650570667e-07,3.3686656453202346e-07,4.445431680266676e-07,5.495855165821295e-07,6.491105576378331e-07,7.402321432897763e-07,8.200783195022598e-07,8.858086268798138e-07,9.346313012414953e-07
2,12,1.0563501193217029e-07,1.744300342498839e-07,2.5487424423764615e-07,3.437666979411169e-07,4.3782424011262755e-07,5.33700981172891e-07,6.280082663345787e-07,7.173350086986385e-07,7.982682570517596e-07,8.674138650272001e-07,9.214171288185469e-07
3,13,1.8297638938735705e-07,2.2637677761505604e-07,2.8599796984829506e-07,3.583534037288061e-07,4.398525539628384e-07,5.268223678134287e-07,6.15529307412821e-07,7.022018582159006e-07,7.830533590991173e-07,8.543050066811553e-07,9.122088854979227e-07
4,14,2.582089805580612e-07,2.804399998196372e-07,3.222745836306551e-07,3.8007506829307314e-07,4.500843895360873e-07,5.284486094825347e-07,6.112401305102821e-07,6.944814479326045e-07,7.741692885920859e-07,8.462989797147769e-07,9.068888903590588e-07
5,15,3.310873365192091e-07,3.361859129552558e-07,3.631545584109608e-07,4.083289084078068e-07,4.679156677123153e-07,5.380154258355363e-07,6.146462073197689e-07,6.937676058638154e-07,7.713053476882115e-07,8.431761247401637e-07,9.053125378383209e-07
6,16,4.013949128078842e-07,3.931773483872858e-07,4.0806146867078397e-07,4.424695212723595e-07,4.926907473112863e-07,5.549037529750667e-07,6.251996338968446e-07,6.996057038688441e-07,7.741096751390231e-07,8.446841343046074e-07,9.073111554153135e-07
7,17,4.689464518092823e-07,4.5097948375705244e-07,4.5639990764456684e-07,4.818179887566831e-07,5.237118710088584e-07,5.784488487092787e-07,6.423073812683588e-07,7.11499709815655e-07,7.821949300351738e-07,8.505423724214367e-07,9.126951379945236e-07
8,18,5.335900620240253e-07,5.091656001543488e-07,5.075636767409852e-07,5.256714143420105e-07,5.602491343625893e-07,6.079499524774823e-07,6.653400834305545e-07,7.289197244131351e-07,7.951443831838434e-07,8.604465127071137e-07,9.212573122974188e-07
9,19,5.952089672106586e-07,5.673227951030757e-07,5.609441406095872e-07,5.733127691892603e-07,6.015508480922138e-07,6.426803728504238e-07,6.936412475927467e-07,7.51309903443409e-07,8.125183352941656e-07,8.74073433465572e-07,9.327764856209564e-07
10,20,6.53722894580766e-07,6.250575684124682e-07,6.159386312792892e-07,6.240209105556893e-07,6.468541508680703e-07,6.818978637718187e-07,7.265367583247917e-07,7.78096653386573e-07,8.338607699054368e-07,8.910862968614097e-07,9.470211243534088e-07
11,21,7.090890835753649e-07,6.820012076400039e-07,6.719587905129609e-07,6.770806410885677e-07,6.953957321642612e-07,7.248551521579771e-07,7.633445498755886e-07,8.08696992239677e-07,8.587061526774131e-07,9.111397444999669e-07,9.637531126482912e-07
12,22,7.613028940936517e-07,7.378148942499552e-07,7.284387327846642e-07,7.317926679906162e-07,7.46422516142986e-07,7.708104701117935e-07,8.033843115831663e-07,8.425269574924288e-07,8.865862797038937e-07,9.33885134127288e-07,9.827315347737953e-07
13,23,8.103979975034037e-07,7.92194453660966e-07,7.848429110363098e-07,7.874833210450016e-07,7.992021558676787e-07,8.190379434912243e-07,8.459870884831855e-07,8.7900994107451e-07,9.170370757274893e-07,9.589757385755626e-07,1.0037164223444806e-06
