SOC,Discharge Capacity,OCV
1.0,4.791457813986117,4.17151634792124
0.999,4.7875155418081015,4.17052726199175
0.998,4.782743387371024,4.1681808631767545
0.997,4.77793639927771,4.167036741965003
0.996,4.773186171876157,4.166105644645893
0.995,4.768409908813619,4.164872336318935
0.994,4.763613960812135,4.1639672352092205
0.993,4.758791627417969,4.162730921662673
0.992,4.753951338629894,4.160406617463255
0.991,4.749174208320069,4.160759638915104
0.99,4.744376887495964,4.15820762098207
0.989,4.73963838762947,4.157263728213057
0.988,4.734885935916478,4.156015100744419
0.987,4.7300429461412365,4.154901370192647
0.986,4.725267047473466,4.1539740945118515
0.985,4.720473464291663,4.1527184716111964
0.984,4.715668044734101,4.1518021414448985
0.983,4.710847265203271,4.150541889158922
0.982,4.70602184589021,4.147750763592709
0.981,4.7012639652705035,4.148536335501975
0.98,4.696487850659805,4.14551142087887
0.979,4.691713869033877,4.146380097104248
0.978,4.686922208622587,4.143278542877972
0.977,4.682037599906907,4.1440105902068165
0.976,4.67724031708079,4.141177120890552
0.975,4.672501149274959,4.139921087677937
0.974,4.667754972001782,4.1389625915178785
0.973,4.6630017989571195,4.13770428966997
0.972,4.6581619045112,4.136578193514588
0.971,4.653398954008042,4.1356327316730965
0.97,4.648624929237712,4.134371002232835
0.969,4.6438486717848475,4.133434137928356
0.968,4.6390610446759935,4.1321701386050815
0.967,4.634187474195498,4.131052117267666
0.966,4.629388074408348,4.130128169179474
0.965,4.62458001328926,4.128860763557559
0.964,4.619683581328944,4.127747575454601
0.963,4.614957446848194,4.124223505513657
0.962,4.610217058257281,4.125565669792156
0.961,4.605379507701612,4.124663067899245
0.96,4.6006366446131475,4.1207482644495865
0.959,4.595841264792451,4.119604920061073
0.958,4.591004312984241,4.115572309663726
0.957,4.586230007428684,4.114412622541469
0.956,4.5814557018731294,4.113254572608306
0.955,4.576681396317574,4.112098184211189
0.954,4.571820285206463,4.110922457026341
0.953,4.567045979650907,4.1097693746557615
0.952,4.562271674095352,4.108617942177616
0.951,4.557497368539796,4.107468142846427
0.95,4.552723062984241,4.1063199951319715
0.949,4.54786195187313,4.105152635852973
0.948,4.5430876463175744,4.104007764158123
0.947,4.538313340762018,4.102864525761378
0.946,4.533539035206463,4.1017228986613326
0.945,4.5287647296509075,4.100582897364931
0.944,4.523903618539796,4.099423831350121
0.943,4.519129312984241,4.098287092776549
0.942,4.514355007428685,4.097151971403807
0.941,4.509580701873129,4.096018449446501
0.94,4.504806396317574,4.094886541543755
0.939,4.499945285206462,4.093735695379128
0.938,4.495170979650907,4.092607003191537
0.937,4.490396674095352,4.091479924209552
0.936,4.485622368539795,4.090354435486094
0.935,4.480848062984241,4.089230548576869
0.934,4.4759869518731294,4.088087851719259
0.933,4.471212646317573,4.086967159463619
0.932,4.466438340762019,4.085848058054223
0.931,4.461664035206463,4.084730523563508
0.93,4.456889729650908,4.0836145807739905
0.929,4.452028618539797,4.082479968222588
0.928,4.447254312984241,4.0813672038907605
0.927,4.442480007428686,4.08025601408631
0.926,4.43770570187313,4.079146387460273
0.925,4.432931396317573,4.07803833407803
0.924,4.428070285206463,4.076911734158463
0.923,4.423295979650907,4.075806819652818
0.922,4.418521674095351,4.074703482591034
0.921,4.413747368539796,4.073601697059821
0.92,4.4089730629842405,4.072501469710666
0.919,4.404111951873129,4.071382830334655
0.918,4.399337646317575,4.070285726292453
