SOC,Discharge Capacity,OCV
0.837,4.21763593128673,4.0046739760564645
0.836,4.212601209064507,4.003630984306009
0.835,4.207566486842285,4.002589541006211
0.834,4.202531764620063,4.001549644338402
0.833,4.197497042397841,4.000511291349224
0.832,4.192462320175618,3.999474484889193
0.831,4.187427597953397,3.9984392244895846
0.83,4.182392875731175,3.9974055091580394
0.829,4.177358153508951,3.9963733376831723
0.828,4.1723234312867294,3.995342704606312
0.827,4.167288709064508,3.9943136121708136
0.826,4.162253986842285,3.993286060596674
0.825,4.157219264620063,3.992260046928356
0.824,4.1521845423978405,3.991235571349738
0.823,4.147149820175619,3.9902126314243342
0.822,4.142028292397841,3.9891736346499345
0.821,4.136906764620063,3.9881362178254482
0.82,4.131872042397841,3.9871179385245674
0.819,4.1268373201756186,3.9861011948686156
0.818,4.121802597953397,3.9850859858372356
0.817,4.116767875731173,3.984072306181541
0.816,4.111733153508952,3.983060158315619
0.815,4.10669843128673,3.9820495426589178
0.814,4.101663709064507,3.981040456430047
0.813,4.096628986842285,3.9800328999924814
0.812,4.091594264620063,3.9790268711840566
0.811,4.086559542397841,3.978022369081066
0.81,4.081524820175619,3.9770193964804563
0.809,4.076490097953395,3.9760179527794266
0.808,4.071455375731174,3.9750180373978177
0.807,4.066420653508953,3.9740196484554056
0.806,4.06138593128673,3.9730227817621446
0.805,4.056351209064507,3.9720274412716736
0.804,4.051316486842285,3.971033625537132
0.803,4.046281764620063,3.9700413331162423
0.802,4.041247042397841,3.9690505641387825
0.801,4.036212320175618,3.9680613155215037
0.8,4.031177597953397,3.9670735894794364
0.799,4.026142875731175,3.9660873871479962
0.798,4.021108153508951,3.96510270813945
0.797,4.0160734312867294,3.964119552006477
0.796,4.011038709064508,3.963137915279082
0.795,4.006003986842285,3.9621577970421447
0.794,4.000969264620063,3.9611792004582536
0.793,3.995934542397841,3.9602021228402924
0.792,3.9908998201756183,3.959226564578527
0.791,3.9858650979533965,3.958252524596541
0.79,3.9808303757311743,3.957280000678859
0.789,3.975795653508952,3.9563089962641667
0.788,3.9707609312867294,3.955339511578967
0.787,3.965726209064507,3.9543715463518754
0.786,3.960691486842285,3.9534051000162638
0.785,3.9556567646200627,3.952440167891481
0.784,3.950622042397841,3.951476752780591
0.783,3.9455873201756186,3.9505148555884997
0.782,3.9405525979533964,3.9495544739993647
0.781,3.935431070175618,3.948579093652187
0.78,3.9303095423978407,3.9476052742450176
0.779,3.925274820175618,3.9466494902849947
0.778,3.9202400979533967,3.9456952232809557
0.777,3.9152053757311744,3.9447424735750967
0.776,3.9101706535089518,3.943791241027358
0.775,3.90513593128673,3.9428415252292077
0.774,3.9001012090645073,3.941893321591155
0.773,3.895066486842285,3.940946633096022
0.772,3.890031764620063,3.9400014607655534
0.771,3.884997042397841,3.939057802411043
0.77,3.8799623201756184,3.938115658994457
0.769,3.874927597953396,3.937175028893675
0.768,3.8698928757311744,3.936235911796699
0.767,3.8648581535089517,3.935298311039981
0.766,3.8598234312867294,3.9343622265828895
0.765,3.8547887090645077,3.9334276584156243
0.764,3.849753986842285,3.9324946051786096
0.763,3.844719264620063,3.9315630632853007
0.762,3.839684542397841,3.930633037198602
0.761,3.8346498201756183,3.9297045259965304
0.76,3.8296150979533965,3.928777528795702
0.759,3.8245803757311743,3.9278520461862594
0.758,3.819545653508952,3.926928075686885
0.757,3.8145109312867294,3.9260056199341355
0.756,3.809476209064507,3.9250846806404573
0.755,3.804441486842285,3.9241652578805275
0.754,3.7994067646200627,3.923247351715821
0.753,3.794372042397841,3.9223309591381073
0.752,3.7893373201756186,3.921416079759559
0.751,3.7843025979533964,3.9205027171639384
0.75,3.7792678757311737,3.9195908691686063
0.749,3.7742331535089515,3.918680536623476
0.748,3.7691984312867293,3.9177717188770504
0.747,3.7641637090645075,3.9168644141977564
0.746,3.7591289868422852,3.9159586264532154
0.745,3.7540942646200635,3.91505435632503
0.744,3.749059542397841,3.9141516039383597
0.743,3.7440248201756186,3.913250369153798
0.742,3.738990097953396,3.9123506477084993
0.741,3.733955375731174,3.9114524428225845
0.74,3.7288338479533962,3.9105403127545584
0.739,3.7237123201756184,3.909629743715622
0.738,3.718677597953396,3.908736142230997
0.737,3.7136428757311744,3.907844057290475
0.736,3.7086081535089517,3.9069534871964597
0.735,3.7035734312867294,3.9060644358922674
0.734,3.6985387090645077,3.9051769040864985
0.733,3.693503986842285,3.9042908919878125
0.732,3.688469264620063,3.9034063994962658
0.731,3.683434542397841,3.902523422382132
0.73,3.6783998201756183,3.901641963908448
0.729,3.6733650979533965,3.9007620254125284
0.728,3.6683303757311743,3.8998836049982435
0.727,3.663295653508952,3.8990067039149507
0.726,3.6582609312867294,3.8981313207705552
0.725,3.653226209064507,3.897257455545905
0.724,3.648191486842285,3.8963851118110084
0.723,3.6431567646200627,3.89551428974758
0.722,3.638122042397841,3.894644989553154
0.721,3.6330873201756186,3.8937772101009616
0.72,3.6280525979533964,3.892910947960886
0.719,3.6230178757311737,3.8920462077233595
0.718,3.6179831535089515,3.891182988655174
0.717,3.6129484312867293,3.8903212899456987
0.716,3.6079137090645075,3.8894611123413734
0.715,3.6028789868422852,3.888602453357149
0.714,3.5978442646200635,3.8877453157620088
0.713,3.592809542397841,3.886889701247749
0.712,3.5877748201756186,3.8860356098728928
0.711,3.582740097953396,3.8851830416734487
0.71,3.577705375731174,3.884331993580348
0.709,3.572670653508952,3.8834824650419897
0.708,3.5676359312867296,3.8826344595255837
0.707,3.562601209064507,3.881787974657901
0.706,3.5575664868422856,3.8809430110460204
0.705,3.552531764620063,3.8800995677530823
0.704,3.5474970423978407,3.8792576426646095
0.703,3.542462320175618,3.8784172392661858
0.702,3.5374275979533967,3.877578357742536
0.701,3.5323928757311744,3.8767409977064347
0.7,3.5273581535089518,3.875905158389092
0.699,3.5222366257311744,3.8750564674403227
0.698,3.5171150979533965,3.874209338904469
0.697,3.5120803757311743,3.8733781042764988
0.696,3.507045653508952,3.872548385517994
0.695,3.5020109312867294,3.871720182425364
0.694,3.496976209064507,3.870893493175087
0.693,3.491941486842285,3.8700683146765313
0.692,3.4869067646200627,3.869244649332158
0.691,3.481872042397841,3.86842249612453
0.69,3.4768373201756186,3.8676018533580345
0.689,3.4718025979533964,3.86678271885173
0.688,3.4667678757311737,3.8659650861017747
0.687,3.4617331535089515,3.8651489558396523
0.686,3.4566984312867293,3.8643343265924117
0.685,3.4516637090645075,3.8635211934241926
0.684,3.4466289868422852,3.862709554243458
0.683,3.4415942646200635,3.8618994040610235
0.682,3.436559542397841,3.8610907388448243
0.681,3.4315248201756186,3.8602835577236876
0.68,3.426490097953396,3.8594778561119383
0.679,3.421455375731174,3.8586736289613257
0.678,3.416420653508952,3.857870869525996
0.677,3.4113859312867296,3.8570695683889564
0.676,3.406351209064507,3.8562697233657173
0.675,3.4013164868422856,3.8554713265135634
0.674,3.396281764620063,3.854674369312256
0.673,3.3912470423978407,3.8538788441112706
0.672,3.386212320175618,3.8530847395826453
0.671,3.3811775979533967,3.8522920486969827
0.67,3.3761428757311744,3.8515007626757303
0.669,3.3711081535089518,3.8507108704505013
0.668,3.36607343128673,3.849922360230178
0.667,3.3610387090645073,3.8491352167211423
0.666,3.356003986842285,3.8483494262793085
0.665,3.350969264620063,3.8475649780116132
0.664,3.345934542397841,3.846781855086783
0.663,3.3408998201756184,3.8460000426175602
0.662,3.335865097953396,3.845219523684133
0.661,3.3308303757311744,3.8444402797460966
0.66,3.3257956535089517,3.843662289920558
0.659,3.3207609312867294,3.842885544940507
0.658,3.315639403508952,3.842096666138336
0.657,3.3105178757311737,3.8413090233791385
0.656,3.3054831535089515,3.840535923569603
0.655,3.3004484312867293,3.8397639809329926
0.654,3.2954137090645075,3.8389931745234858
0.653,3.2903789868422852,3.8382234787656566
0.652,3.2853442646200635,3.8374548691560917
0.651,3.280309542397841,3.836687318838743
0.65,3.2752748201756186,3.835920799407361
0.649,3.270240097953396,3.8351552819831385
0.648,3.265205375731174,3.8343907324646835
0.647,3.260170653508952,3.833627115423728
0.646,3.2551359312867296,3.832864392938443
0.645,3.250101209064507,3.8321025203062087
0.644,3.2450664868422856,3.8313414512210198
0.643,3.240031764620063,3.830581132995693
0.642,3.2349970423978407,3.8298215056242806
0.641,3.229962320175618,3.8290625037162602
0.64,3.2249275979533967,3.8283040532385937
0.639,3.2198928757311744,3.8275460717630807
0.638,3.2148581535089518,3.8267884665804397
0.637,3.20982343128673,3.8260311328754666
0.636,3.2047887090645073,3.8252739543068244
0.635,3.199753986842285,3.824516799820355
0.634,3.194719264620063,3.823759523606493
0.633,3.189684542397841,3.8230019624978495
0.632,3.1846498201756184,3.8222439352969233
0.631,3.179615097953396,3.8214852420113923
0.63,3.1745803757311744,3.820725661407442
0.629,3.1695456535089517,3.8199649518550287
0.628,3.1645109312867294,3.8192028468198784
0.627,3.1594762090645077,3.818439058085455
0.626,3.154441486842285,3.817673278034478
0.625,3.149406764620063,3.816905169731601
0.624,3.144372042397841,3.816134381383463
0.623,3.1393373201756183,3.8153605394008228
0.622,3.1343025979533965,3.8145832436470295
0.621,3.1292678757311743,3.8138020860541206
0.62,3.124233153508952,3.8130166337740716
0.619,3.1191984312867294,3.812226439141445
0.618,3.114163709064507,3.8114310361786052
0.617,3.1090421812867297,3.8106160463579934
0.616,3.103920653508952,3.809794658821431
0.615,3.0988859312867296,3.8089803668970426
0.614,3.093851209064507,3.8081587514551423
0.613,3.0888164868422856,3.8073292379319437
0.612,3.083781764620063,3.806491220343149
0.611,3.0787470423978407,3.805644049853981
0.61,3.073712320175618,3.804787082494158
0.609,3.0686775979533967,3.803919635907173
0.608,3.0636428757311744,3.80304101895096
0.607,3.0586081535089518,3.802150528704593
0.606,3.05357343128673,3.8012474328573695
0.605,3.0485387090645073,3.800331033894325
0.604,3.043503986842285,3.7994006246066685
0.603,3.038469264620063,3.7984554960836774
0.602,3.033434542397841,3.7974950148414974
0.601,3.0283998201756184,3.796518533293942
0.6,3.023365097953396,3.795525466061983
0.599,3.0183303757311744,3.7945153212570797
0.598,3.0132956535089517,3.7934876486919222
0.597,3.0082609312867294,3.7924421092369784
0.596,3.0032262090645077,3.791378454529544
0.595,2.998191486842285,3.790296542038728
0.594,2.993156764620063,3.7891964182432956
0.593,2.988122042397841,3.7880782150711285
0.592,2.9830873201756183,3.7869422532475254
0.591,2.9780525979533965,3.7857890513368293
0.59,2.9730178757311743,3.7846192443809925
0.589,2.967983153508952,3.783433699433849
0.588,2.9629484312867294,3.7822334653868825
0.587,2.957913709064507,3.781019759740072
0.586,2.952878986842285,3.779793992007879
0.585,2.9478442646200627,3.778557718429686
0.584,2.942809542397841,3.777312652864025
0.583,2.9377748201756186,3.7760606728035935
0.582,2.9327400979533964,3.77480379036798
0.581,2.9277053757311737,3.7735440526325843
0.58,2.9226706535089515,3.772283577634158
0.579,2.9176359312867293,3.771024525891066
0.578,2.9126012090645075,3.769769058085918
0.577,2.9075664868422852,3.7685193074357635
0.576,2.902444959064508,3.767256036813566
0.575,2.89732343128673,3.766002744052012
0.574,2.8922887090645073,3.7647826302143317
0.573,2.887253986842285,3.7635759809867437
0.572,2.882219264620063,3.762384359929026
0.571,2.877184542397841,3.761209214667138
0.57,2.8721498201756184,3.7600517649505374
0.569,2.867115097953396,3.758913059809837
0.568,2.8620803757311744,3.7577939998305028
0.567,2.8570456535089517,3.7566952402419633
0.566,2.8520109312867294,3.755617295436985
0.565,2.8469762090645077,3.7545604922407922
0.564,2.841941486842285,3.753524997244846
0.563,2.836906764620063,3.752510865276831
0.562,2.831872042397841,3.7515179551662716
0.561,2.8268373201756183,3.750546036105551
0.56,2.8218025979533965,3.749594792114274
0.559,2.8167678757311743,3.7486637485938434
0.558,2.811733153508952,3.7477524230024737
0.557,2.8066984312867294,3.746860246400288
0.556,2.801663709064507,3.745986566306721
0.555,2.796628986842285,3.7451307304658203
0.554,2.7915942646200627,3.7442920370893438
0.553,2.786559542397841,3.7434697805168007
0.552,2.7815248201756186,3.7426632554888677
0.551,2.7764900979533964,3.7418717097214538
0.55,2.7714553757311737,3.741094447969195
0.549,2.7664206535089515,3.740330760716783
0.548,2.7613859312867293,3.739579934542504
0.547,2.7563512090645075,3.7388413208867814
0.546,2.7513164868422852,3.7381142575504556
0.545,2.7462817646200635,3.7373981095997433
0.544,2.741247042397841,3.7366922792049087
0.543,2.7362123201756186,3.7359962625557737
0.542,2.731177597953396,3.7353093493041682
0.541,2.726142875731174,3.734631120237712
0.54,2.721108153508952,3.733961080114456
0.539,2.7160734312867296,3.73329876142775
0.538,2.711038709064507,3.732643710582415
0.537,2.7060039868422856,3.7319955150673385
0.536,2.700969264620063,3.7313538035176745
0.535,2.695847736842285,3.7307073108851876
0.534,2.6907262090645077,3.7300667601338215
0.533,2.685691486842285,3.7294425771014237
0.532,2.680656764620063,3.7288235396075633
0.531,2.675622042397841,3.7282093827862717
0.53,2.6705873201756183,3.7275998553194145
0.529,2.6655525979533965,3.7269947183396
0.528,2.6605178757311743,3.726393750044781
0.527,2.655483153508952,3.7257967372702594
0.526,2.6504484312867294,3.725203489530341
0.525,2.6454137090645076,3.7246138390785792
0.524,2.640378986842285,3.7240276170476774
0.523,2.6353442646200627,3.7234446739457407
0.522,2.630309542397841,3.7228648682489
0.521,2.6252748201756186,3.7222880670855147
0.52,2.6202400979533964,3.7217141581295596
0.519,2.6152053757311737,3.721143031033742
0.518,2.6101706535089515,3.7205745828665213
0.517,2.6051359312867297,3.7200087180978487
0.516,2.6001012090645075,3.7194453421060447
0.515,2.5950664868422852,3.718884379409612
0.514,2.5900317646200635,3.7183257569541848
0.513,2.584997042397841,3.7177694025998
0.512,2.5799623201756186,3.7172152542626113
0.511,2.574927597953396,3.7166632509415183
0.51,2.569892875731174,3.7161133381585842
0.509,2.564858153508952,3.7155654702837873
0.508,2.5598234312867296,3.7150196006554355
0.507,2.554788709064507,3.714475686202941
0.506,2.5497539868422847,3.7139336855244576
0.505,2.5447192646200625,3.713393557646538
0.504,2.5396845423978407,3.7128552742173473
0.503,2.534649820175619,3.712318802700788
0.502,2.5296150979533967,3.7117841129933793
0.501,2.5245803757311744,3.711251178917412
0.5,2.5195456535089518,3.710719972674236
0.499,2.5145109312867295,3.7101904742714242
0.498,2.5094762090645073,3.7096626640092487
0.497,2.5044414868422855,3.7091365219144743
0.496,2.4994067646200633,3.708612029402564
0.495,2.4943720423978406,3.7080891659971003
0.494,2.4892505146200627,3.707558946617912
0.493,2.484128986842285,3.7070303748139546
0.492,2.479094264620063,3.706512365593858
0.491,2.474059542397841,3.705995928169909
0.49,2.4690248201756186,3.7054810510777036
0.489,2.4639900979533964,3.704967720351585
0.488,2.4589553757311737,3.704455928102422
0.487,2.4539206535089515,3.7039456659524492
0.486,2.4488859312867297,3.7034369244644654
0.485,2.443851209064508,3.702929694742036
0.484,2.4388164868422852,3.702423965378125
0.483,2.433781764620063,3.701919728012852
0.482,2.428747042397841,3.7014169786033047
0.481,2.4237123201756186,3.700915707798614
0.48,2.4186775979533963,3.70041590955507
0.479,2.4136428757311745,3.699917576702768
0.478,2.408608153508952,3.699420701274568
0.477,2.4035734312867296,3.698925280997648
0.476,2.398538709064507,3.698431310675446
0.475,2.3935039868422847,3.69793878483461
0.474,2.3884692646200625,3.6974476979257527
0.473,2.383434542397841,3.696958040691912
0.472,2.378399820175619,3.6964698111376153
0.471,2.3733650979533967,3.6959830055363954
0.47,2.3683303757311736,3.6954976172882863
0.469,2.3632956535089518,3.69501364283331
0.468,2.3582609312867295,3.6945310763466206
0.467,2.3532262090645073,3.694049913254109
0.466,2.3481914868422855,3.693570152456139
0.465,2.3431567646200633,3.6930917897544067
0.464,2.3381220423978406,3.6926148210424015
0.463,2.3330873201756184,3.6921392410553158
0.462,2.328052597953396,3.6916650425291433
0.461,2.323017875731174,3.6911922255788614
0.46,2.317983153508952,3.690720785441815
0.459,2.3129484312867294,3.6902507174028254
0.458,2.3079137090645077,3.6897820181561127
0.457,2.302878986842285,3.689314681526344
0.456,2.2978442646200627,3.6888487061245163
0.455,2.292809542397841,3.688384089567896
0.454,2.2877748201756183,3.6879208280472664
0.453,2.282653292397841,3.6874509691074357
0.452,2.277531764620063,3.686982494621333
0.451,2.272497042397841,3.6865233156086505
0.45,2.2674623201756186,3.6860654759114975
0.449,2.2624275979533963,3.6856089709281745
0.448,2.257392875731174,3.6851537960272336
0.447,2.252358153508952,3.6846999479279443
0.446,2.2473234312867296,3.6842474205547413
0.445,2.2422887090645074,3.683796212396911
0.444,2.237253986842285,3.683346320994199
0.443,2.2322192646200625,3.682897742450131
0.442,2.2271845423978407,3.682450472855419
0.441,2.222149820175619,3.6820045056494157
0.44,2.2171150979533962,3.681559836475751
0.439,2.2120803757311736,3.6811164643888215
0.438,2.2070456535089518,3.6806743834527547
0.437,2.2020109312867295,3.6802335902906687
0.436,2.1969762090645073,3.6797940802493034
0.435,2.1919414868422855,3.6793558476937474
0.434,2.1869067646200633,3.678918891729144
0.433,2.1818720423978406,3.678483208658607
0.432,2.176837320175619,3.6780487943438733
0.431,2.171802597953396,3.6776156443684855
0.43,2.166767875731174,3.677183750862132
0.429,2.161733153508952,3.676753112175427
0.428,2.1566984312867294,3.6763237249902327
0.427,2.151663709064507,3.6758955833020517
0.426,2.146628986842285,3.675468683663007
0.425,2.141594264620063,3.6750430204877063
0.424,2.136559542397841,3.6746185892111836
0.423,2.1315248201756183,3.674195388192104
0.422,2.126490097953396,3.673773412979415
0.421,2.1214553757311743,3.6733526590835215
0.42,2.116420653508952,3.672933120956763
0.419,2.1113859312867294,3.6725147912107836
0.418,2.1063512090645076,3.6720976688431644
0.417,2.1013164868422853,3.671681748520631
0.416,2.096281764620063,3.671267024881173
0.415,2.091247042397841,3.6708534937434063
0.414,2.0862123201756186,3.6704411484048394
0.413,2.081090792397841,3.67002291191585
0.412,2.075969264620063,3.669605887348386
0.411,2.0709345423978407,3.6691971195505912
0.41,2.0658998201756185,3.6687895215463353
0.409,2.0608650979533962,3.6683830874157004
0.408,2.055830375731174,3.667977809530488
0.407,2.0507956535089518,3.6675736863327857
0.406,2.0457609312867295,3.667170712121334
0.405,2.0407262090645073,3.666768881172527
0.404,2.0356914868422855,3.6663681888748747
0.403,2.0306567646200633,3.665968628203596
0.402,2.0256220423978406,3.665570196014719
0.401,2.020587320175619,3.665172888293546
0.4,2.015552597953396,3.6647766997972857
0.399,2.010517875731174,3.6643816252244377
0.398,2.005483153508952,3.6639876570076004
0.397,2.0004484312867294,3.6635947894329037
0.396,1.9954137090645072,3.66320301965245
0.395,1.9903789868422852,3.6628123405521507
0.394,1.985344264620063,3.66242274717387
0.393,1.9803095423978405,3.662034233448002
0.392,1.9752748201756185,3.6616467924697393
0.391,1.970240097953396,3.661260421266517
0.39,1.965205375731174,3.6608751145019074
0.389,1.9601706535089518,3.6604908663984586
0.388,1.95513593128673,3.660107670968019
0.387,1.9501012090645078,3.6597255192968627
0.386,1.9450664868422853,3.659344407625162
0.385,1.940031764620063,3.658964330776663
0.384,1.9349970423978409,3.6585852813141786
0.383,1.9299623201756186,3.658207253882669
0.382,1.9249275979533964,3.6578302413402346
0.381,1.9198928757311742,3.6574542373579906
0.38,1.9148581535089517,3.6570792379197736
0.379,1.9098234312867297,3.656705236702303
0.378,1.9047887090645073,3.656332227297584
0.377,1.8997539868422852,3.6559602023846436
0.376,1.8947192646200628,3.65558915313636
0.375,1.8896845423978408,3.6552190758573744
0.374,1.8846498201756183,3.6548499632731817
0.373,1.8796150979533963,3.654481808056878
0.372,1.8744935701756187,3.6541082832579774
0.371,1.8693720423978406,3.6537357297446063
0.37,1.8643373201756188,3.6533704368468136
0.369,1.8593025979533964,3.653006074733076
0.368,1.8542678757311741,3.6526426361772146
0.367,1.8492331535089521,3.652280113878656
0.366,1.8441984312867297,3.6519184996527922
0.365,1.8391637090645072,3.6515577839025672
0.364,1.8341289868422852,3.6511979617007846
0.363,1.829094264620063,3.6508390247781657
0.362,1.8240595423978405,3.6504809647846437
0.361,1.8190248201756185,3.6501237741410906
0.36,1.813990097953396,3.6497674433344147
0.359,1.808955375731174,3.6494119656878534
0.358,1.8039206535089518,3.6490573337502394
0.357,1.79888593128673,3.6487035389930678
0.356,1.7938512090645078,3.6483505727211405
0.355,1.7888164868422853,3.6479984244678416
0.354,1.783781764620063,3.647647085019955
0.353,1.7787470423978409,3.6472965471133416
0.352,1.7737123201756186,3.6469468001852685
0.351,1.7686775979533964,3.6465978351045796
0.35,1.7636428757311742,3.6462496417754586
0.349,1.7586081535089517,3.6459022093525144
0.348,1.7535734312867297,3.645555529552938
0.347,1.7485387090645073,3.645209592189261
0.346,1.7435039868422852,3.644864386565715
0.345,1.7384692646200628,3.6445199015755696
0.344,1.7334345423978408,3.6441761239520174
0.343,1.7283998201756183,3.643833043683241
0.342,1.7233650979533963,3.643490649474395
0.341,1.7183303757311743,3.6431489282518834
0.34,1.713295653508952,3.642807868027228
0.339,1.7082609312867296,3.6424674553177483
0.338,1.7032262090645076,3.642127676876774
0.337,1.6981914868422852,3.6417885204549623
0.336,1.693156764620063,3.6414499719234583
0.335,1.6881220423978407,3.641112016662285
