Time,Current,Terminal Voltage,Measured OCV,Measured Discharge Capacity,Estimate Discharge Capacity,Estimate SOC,Estimate OCV
53.504557258638734,0.0,3.657353925428153,3.65737631966767,1.767321523682278,1.7573413190223435,0.358,3.6573481443455007
53.50594614752762,0.0,3.6573540157156046,3.65737597151656,1.767321523682278,1.7573413190223435,0.358,3.6573481443455007
53.507335036416514,2.0,3.632264401253268,3.6563960398139943,1.7659326347933877,1.7573413190223435,0.358,3.6573481443455007
53.50872392530541,2.0,3.6313149097964095,3.655862694826256,1.7631548570156073,1.7545635412445657,0.358,3.657031799590615
53.51011281419429,2.0,3.6306524198961783,3.6554529352037775,1.7603770792378428,1.751785763466788,0.357,3.657031799590615
53.51150170308318,2.0,3.630138887714717,3.6551013084674056,1.7575993014600624,1.7490079856890102,0.356,3.6567165965770956
53.51289059197207,2.0,3.6297128753037016,3.6547848412731616,1.754821523682282,1.7462302079112324,0.356,3.6567165965770956
53.51427948086096,2.0,3.629341278919618,3.6544921490160336,1.7520437459045015,1.7434524301334546,0.355,3.65640804121992
53.51566836974985,2.0,3.6290055864279824,3.654217020870403,1.749265968126721,1.7406746523556766,0.355,3.65640804121992
53.51705725863874,2.0,3.628695082745343,3.653955712249324,1.7464881903489409,1.7378968745778989,0.354,3.6561005761860774
53.51844614752762,2.0,3.6284031307489046,3.653705635110634,1.7437104125711762,1.735119096800121,0.354,3.6557887389465513
53.51983503641651,2.0,3.6281252038428153,3.6534648259714673,1.7409326347933958,1.7323413190223433,0.353,3.6557887389465513
53.5212239253054,2.0,3.627858529806633,3.653231948135165,1.7381548570156151,1.7295635412445656,0.353,3.6554780132880706
53.52261281419429,2.0,3.627601276539997,3.653006004058031,1.735377079237835,1.7267857634667878,0.352,3.6554780132880706
53.52400170308318,2.0,3.627352089696581,3.652786143120587,1.7325993014600545,1.72400798568901,0.351,3.655173820843878
53.52539059197206,2.0,3.6271098150384,3.652571624895726,1.72982152368229,1.7212302079112323,0.351,3.655173820843878
53.52677948086095,2.0,3.6268735442658873,3.652361853995818,1.7270437459045096,1.7184524301334545,0.35,3.6548652879356887
53.52816836974984,2.0,3.626642605158189,3.652156361334889,1.7242659681267292,1.7156746523556767,0.35,3.6548652879356887
53.52955725863873,0.0,3.651622953638947,3.6528792604650975,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.53094614752762,0.0,3.652339534875962,3.653190525250637,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.53233503641651,0.0,3.652772226322566,3.653388024043827,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.5337239253054,0.0,3.653058437049405,3.6535335683900567,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.535112814194285,0.0,3.653260892656968,3.6536489351982304,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.536501703083175,0.0,3.653412992498283,3.653744664329921,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.53789059197207,0.0,3.653532732808623,3.6538260244817895,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.53927948086096,0.0,3.653630685778092,3.653896412501158,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.540668369749845,0.0,3.653713349192993,3.6539581930939313,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.54205725863873,0.0,3.6537846496128656,3.654012905748873,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.54344614752762,0.0,3.653847152063688,3.654061732669095,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.54483503641651,0.0,3.653902837331331,3.654105705126295,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.5462239253054,0.0,3.653952898983983,3.654145507366509,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.54761281419429,0.0,3.653998111912335,3.654181639706791,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.54900170308318,0.0,3.654039156336285,3.654214558608748,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.55039059197206,0.0,3.654076646118836,3.654244677291052,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.55177948086095,0.0,3.6541110610898384,3.6542723359096936,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.55316836974984,0.0,3.654142771189836,3.654297810059521,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.55455725863873,0.0,3.654172046349572,3.654321315936504,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.55594614752762,0.0,3.654199189875615,3.6543430750808232,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.55733503641651,0.0,3.654224361119778,3.6543632278891183,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.558723925305394,0.0,3.654247748350615,3.654381924332998,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.56011281419429,0.0,3.654269503921416,3.654399288487752,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.56150170308317,0.0,3.654289737527281,3.65441541537884,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.562890591972064,0.0,3.654308630326559,3.6544304376768695,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.56427948086096,0.0,3.654326261570137,3.654444423320785,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.56566836974984,0.0,3.654342760057107,3.654457473010994,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.56705725863873,0.0,3.6543582110496033,3.654469652576402,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.56844614752762,0.0,3.6543726975818207,3.654481030482269,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.56983503641651,0.0,3.6543862908393994,3.65449166543792,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.5712239253054,0.0,3.654399052564144,3.654501607850432,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.57261281419429,0.0,3.654411039663458,3.654510906926818,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.57400170308318,0.0,3.6544221902198943,3.654519509295098,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.57539059197206,0.0,3.6544326312545214,3.654527521133226,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.57677948086095,0.0,3.654442566560837,3.654535111720605,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.57816836974984,0.0,3.6544519698941342,3.654542258994248,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.57955725863873,0.0,3.6544608325803423,3.654548955612944,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.58094614752762,0.0,3.654469199608476,3.6545552388866342,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.58233503641651,0.0,3.654477082593022,3.654561118382381,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.5837239253054,0.0,3.654484526046491,3.654566631380234,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.58511281419428,0.0,3.654491528381632,3.654571776475009,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.58650170308317,0.0,3.654498140517788,3.654576596325589,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.58789059197206,0.0,3.6545043669712136,3.654581094664909,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.58927948086095,0.0,3.654510245350372,3.654585303092344,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.59066836974984,0.0,3.6545157854978063,3.654589229842546,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.59205725863873,0.0,3.654521002464672,3.654592887658784,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.593446147527615,0.0,3.654525923603881,3.654596299643976,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.594835036416505,0.0,3.654530560337573,3.654599475430329,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.5962239253054,0.0,3.6545349300137926,3.6546024296669,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.597612814194285,0.0,3.654539049850951,3.65460517693832,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.599001703083175,0.0,3.6545429371002314,3.65460773185006,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.60039059197207,0.0,3.6545466091279177,3.654610109071588,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.60177948086095,0.0,3.654550083240453,3.6546123232436463,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.60316836974984,0.0,3.654553363809124,3.654614378361144,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.60455725863873,0.0,3.6545564539671576,3.6546162774010833,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.60594614752762,0.0,3.654559376196936,3.654618039270961,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.60733503641651,0.0,3.6545621438827895,3.654619675390456,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.6087239253054,0.0,3.65456476446891,3.654621192152367,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.61011281419428,0.0,3.6545672318718734,3.654622584499023,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.61150170308317,0.0,3.6545695667654297,3.654623870023957,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.61289059197206,0.0,3.654571779212624,3.654625057339736,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.61427948086095,0.0,3.6545738787025583,3.654626154581075,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.61566836974984,0.0,3.6545758629460527,3.654627160058871,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.61705725863873,0.0,3.6545777465397817,3.654628086169281,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.618446147527614,0.0,3.654579510855882,3.654628918235421,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.6198350364165,0.0,3.654581150456554,3.654629652965242,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.621223925305394,0.0,3.654582704223309,3.654630321200679,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.62261281419429,0.0,3.654584176834664,3.654630926948604,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.62400170308317,0.0,3.654585592229181,3.654631489048357,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.625390591972064,0.0,3.6545869461976506,3.6546320043367775,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.62677948086095,0.0,3.6545882330533086,3.654632468867753,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
53.62816836974984,0.0,3.654589453503364,3.654632883146322,1.722877079237839,1.712896874577899,0.349,3.6545578377565717
