Time,Capacity,Resistance
10.15097436424607,5.062437080184147,0.026770362921604843
118.15326249809544,5.035799158578199,0.02713211620576819
226.155011850266,5.031966319626093,0.027758318600584683
334.14432867175594,5.028915988933221,0.027431452613098494
442.1635112255306,5.031707836926431,0.027717715389583838
550.1063558986297,5.023785105878289,0.028004121837595233
658.08387875765,5.029409658803189,0.028182912186515547
766.0455274373182,5.029113983199325,0.028201171439929045
873.9662505175583,5.017860907138299,0.028368247285444372
981.9306429887696,5.0161247093066095,0.02853986046013424
1089.847555082143,5.017561890396848,0.028512786840513445
1197.7503110488854,5.012904489777384,0.02863124360989563
1305.7141525306913,5.018976245760113,0.02883008114416514
1413.597634611574,5.009904454281582,0.02921235221643097
1521.5428253450032,5.008503450957392,0.0292262535046488
1629.4328179843385,5.007175946795996,0.02918970248566115
1737.3514857828204,5.005871334011431,0.02932928234020898
1845.232084254485,5.010194117086078,0.029419279590265
1953.1250499201944,5.008974058045657,0.029391860734132743
2061.013784700011,5.007792486660659,0.029368588647564867
2168.89825912453,5.004154145419633,0.029408316699876598
2276.778775396342,5.005520502749317,0.029560343386984
2384.671903337169,5.004428265117188,0.02964799713984742
2492.544615300153,5.000872283937484,0.029668842904153846
2600.413692570904,4.999829684620466,0.02975247151930637
2708.27864990824,4.998797137140657,0.02993624399104974
2816.1318889540285,5.0023448831707995,0.03006515771837469
2923.9983417672697,4.996822967300091,0.030125725420301574
3031.853232090888,5.002115347547062,0.030198816665327286
3139.704994231139,4.994935566507992,0.030252636733849942
3247.554220185502,4.994091282409117,0.030235609802925906
3355.400202028052,4.995662862732999,0.030213005339224917
3463.2431725285705,4.998525159022793,0.030326840580823713
3571.083169429291,4.988297589448166,0.030493401869441904
3678.8783971953735,4.987418145720085,0.03059850952617055
3786.74574084425,4.9942042674608,0.030630455798222385
3894.568571148663,4.99130728727915,0.030611465874361823
4002.4135549100415,4.994235655052462,0.03060315856557898
4110.23085616369,4.991718908835995,0.030671489542818734
4218.062003146929,4.986353882770695,0.030755634113418463
4325.86582531938,4.988094667974679,0.03075333723357849
4433.683499968998,4.9847938487392325,0.03068934642704459
4541.515902918866,4.981010570942544,0.030618611852344987
4649.32791062648,4.983180454084426,0.03057967535130651
4757.120635468443,4.984913989546443,0.06257714610006519
4864.944065018458,4.981661522732452,0.06262609641783466
4972.731637642728,4.9834001058553445,0.0626813241643378
5080.550023961539,4.986438770488963,0.06279423125186659
5188.349300862371,4.97944095347614,0.0628798524242333
5296.129292130911,4.978687559994582,0.06295259436484531
5403.931871908027,4.982530959712322,0.06302395087208043
5511.723745833353,4.981823019529262,0.0630852726227033
5619.488133773434,4.973437676211233,0.06313774104980856
5727.283618091951,4.975848022001134,0.06319934158279683
5835.076504328996,4.975150709039997,0.063281834341444
