SOC,Discharge Capacity,OCV
1.0,4.9784257722175385,4.195791834040267
0.999,4.974802922092972,4.1950056086676355
0.998,4.969781071883274,4.19355954629737
0.997,4.964790347133991,4.191989438176853
0.996,4.959866169017582,4.19103740361202
0.995,4.954850770090088,4.189670064194702
0.994,4.949786761345509,4.188280672648565
0.993,4.94484312640887,4.186899510375275
0.992,4.939889702862663,4.185727128075809
0.991,4.934876800059812,4.184139426648143
0.99,4.929951619356661,4.183079151615045
0.989,4.924979338020174,4.181874115159971
0.988,4.919968315378055,4.180121875531988
0.987,4.915069963909936,4.179028519018594
0.986,4.910142932384421,4.1777965128972046
0.985,4.905111288164273,4.176616158281552
0.984,4.900130115080877,4.175539832828412
0.983,4.89511496155284,4.174301490926789
0.982,4.890092907048618,4.172259670205257
0.981,4.885113286668945,4.171048711475745
0.98,4.880132284190867,4.170899748365765
0.979,4.875129009989284,4.1686740089571845
0.978,4.870105418305847,4.167468593615551
0.977,4.86514708092108,4.1663632685098895
0.976,4.860176481316453,4.165104739893429
0.975,4.855205660379263,4.162701655714307
0.974,4.850291975351703,4.162813084912148
0.973,4.845274607673797,4.161551765689734
0.972,4.840271356237437,4.159035894430567
0.971,4.835381350856814,4.157874903339805
0.97,4.830386704359213,4.155119429807399
0.969,4.825351982136993,4.15384840490166
0.968,4.820404065470325,4.152601183244373
0.967,4.815456148803659,4.151355842743668
0.966,4.810421426581437,4.150090571038162
0.965,4.805473509914771,4.1488489915622075
0.964,4.8005255932481035,4.147609288905212
0.963,4.795490871025881,4.146349733129828
0.962,4.790456148803659,4.145092091859472
0.961,4.7855082321369915,4.143857994562427
0.96,4.780560315470325,4.142625747912723
0.959,4.775525593248102,4.14137376455768
0.958,4.770577676581437,4.14014520891834
0.957,4.765629759914769,4.138918491111079
0.956,4.760595037692548,4.1376721224925745
0.955,4.7556471210258815,4.136449075375139
0.954,4.750699204359215,4.135227859098832
0.953,4.745664482136991,4.133987066827092
0.952,4.740716565470324,4.1327694861273985
0.951,4.735768648803658,4.131553719078263
0.95,4.730733926581435,4.13031846340904
0.949,4.72578600991477,4.129106310827819
0.948,4.720838093248103,4.12789595401596
0.947,4.715803371025882,4.126666193719861
0.946,4.710855454359214,4.1254594297647955
0.945,4.705907537692548,4.124254460047711
0.944,4.700872815470326,4.123030165236985
0.943,4.695924898803658,4.1218287561086315
0.942,4.690976982136991,4.1206291249761975
0.941,4.6859422599147695,4.119410251140717
0.94,4.680907537692548,4.118193198173646
0.939,4.675959621025881,4.116998892956358
0.938,4.6710117043592145,4.115806345011648
0.937,4.665976982136993,4.114594666389731
0.936,4.661029065470325,4.113405633479249
0.935,4.656081148803659,4.112218355508965
0.934,4.651046426581436,4.111012021647986
0.933,4.64609850991477,4.109828227467882
0.932,4.641150593248102,4.108646173459971
0.931,4.636115871025881,4.107445146662178
0.93,4.631167954359214,4.106266560057601
0.929,4.626220037692548,4.105089696786109
