,Current,Duration
91,0.9514165679198535,1
92,1.902833135839707,1
93,1.902833135839707,2
94,2.378541419799634,1
95,2.8542497037595607,1
96,2.378541419799634,1
97,1.902833135839707,4
98,1.4271248518797803,6
99,0.9514165679198535,5
100,1.4271248518797803,2
101,0.9514165679198535,1
102,1.4271248518797803,1
103,1.902833135839707,1
104,2.378541419799634,1
105,2.8542497037595607,2
106,2.378541419799634,1
107,1.902833135839707,1
108,2.378541419799634,1
109,2.8542497037595607,2
110,2.378541419799634,1
111,1.902833135839707,2
112,1.4271248518797803,2
113,0.9514165679198535,8
114,0.47570828395992676,8
115,0.0,30
116,0.47570828395992676,1
117,0.9514165679198535,1
118,0.47570828395992676,3
119,0.9514165679198535,5
120,0.47570828395992676,8
121,0.47570828395992676,9
122,0.0,14
123,0.47570828395992676,2
124,0.9514165679198535,1
125,1.902833135839707,1
126,2.378541419799634,1
127,2.8542497037595607,3
128,2.378541419799634,2
129,1.902833135839707,4
130,1.4271248518797803,2
131,0.9514165679198535,4
132,0.47570828395992676,3
133,1.4271248518797803,1
134,1.902833135839707,1
135,2.378541419799634,2
136,1.902833135839707,2
137,1.4271248518797803,8
138,1.902833135839707,5
139,1.4271248518797803,12
140,0.9514165679198535,2
141,1.4271248518797803,1
142,1.902833135839707,3
143,1.4271248518797803,4
144,0.9514165679198535,20
145,0.47570828395992676,32
146,0.9514165679198535,3
147,0.47570828395992676,3
148,0.9514165679198535,4
149,0.47570828395992676,67
150,0.0,52
151,0.47570828395992676,1
152,0.9514165679198535,1
153,1.902833135839707,2
154,2.378541419799634,1
155,2.8542497037595607,1
156,3.3299579877194874,2
157,2.8542497037595607,3
158,2.378541419799634,1
159,1.902833135839707,1
160,1.4271248518797803,3
161,0.9514165679198535,4
162,0.47570828395992676,8
163,0.0,36
164,0.47570828395992676,1
165,0.9514165679198535,1
166,1.4271248518797803,1
167,1.902833135839707,1
168,2.378541419799634,1
169,2.8542497037595607,1
170,3.3299579877194874,1
171,2.8542497037595607,2
172,2.378541419799634,2
173,1.902833135839707,2
174,1.4271248518797803,1
175,0.9514165679198535,4
176,0.47570828395992676,3
177,0.47570828395992676,1
178,0.9514165679198535,1
179,1.4271248518797803,1
180,1.902833135839707,1
181,2.378541419799634,1
182,2.8542497037595607,1
183,3.3299579877194874,4
184,2.8542497037595607,3
185,2.378541419799634,2
186,1.902833135839707,1
187,1.4271248518797803,3
188,0.9514165679198535,4
189,0.47570828395992676,8
190,0.0,1
191,0.47570828395992676,2
192,1.4271248518797803,1
193,1.902833135839707,1
194,2.378541419799634,1
195,2.8542497037595607,3
196,2.378541419799634,2
197,1.902833135839707,3
198,1.4271248518797803,3
199,0.9514165679198535,4
200,0.47570828395992676,8
201,0.0,10
202,0.47570828395992676,8
203,0.9514165679198535,17
204,0.47570828395992676,5
205,0.9514165679198535,8
206,1.4271248518797803,6
207,0.9514165679198535,10
208,0.47570828395992676,14
209,0.9514165679198535,12
210,1.4271248518797803,68
211,0.9514165679198535,58
212,0.47570828395992676,18
213,0.0,44
214,3.3299579877194874,1
215,2.8542497037595607,1
216,2.378541419799634,1
217,1.902833135839707,7
218,2.378541419799634,4
219,2.8542497037595607,6
220,2.378541419799634,2
221,1.902833135839707,4
222,1.4271248518797803,2
223,0.9514165679198535,6
224,0.47570828395992676,4
225,0.0,7
226,0.9514165679198535,7
227,3.3299579877194874,1
228,2.8542497037595607,1
229,2.378541419799634,2
230,1.902833135839707,2
231,1.4271248518797803,3
232,0.9514165679198535,3
233,0.47570828395992676,8
234,1.4271248518797803,1
235,1.902833135839707,2
236,2.8542497037595607,2
237,2.8542497037595607,2
238,2.378541419799634,1
239,1.902833135839707,2
240,1.4271248518797803,2
241,0.9514165679198535,4
242,0.47570828395992676,8
243,0.0,28
244,0.47570828395992676,1
245,1.4271248518797803,2
246,1.902833135839707,1
247,2.378541419799634,1
248,3.3299579877194874,4
249,2.8542497037595607,4
250,2.8542497037595607,1
251,2.378541419799634,1
252,1.902833135839707,2
253,1.4271248518797803,2
254,0.9514165679198535,4
255,0.47570828395992676,8
256,1.4271248518797803,1
257,1.902833135839707,2
258,2.378541419799634,1
259,2.8542497037595607,1
260,2.378541419799634,2
261,2.8542497037595607,1
262,3.3299579877194874,1
263,2.8542497037595607,1
264,2.378541419799634,1
265,1.902833135839707,2
266,1.4271248518797803,2
267,0.9514165679198535,4
268,0.47570828395992676,8
269,0.0,1
270,0.47570828395992676,11
271,0.9514165679198535,4
272,1.4271248518797803,3
273,1.902833135839707,2
274,2.378541419799634,7
275,2.8542497037595607,2
276,2.378541419799634,1
277,2.8542497037595607,5
278,2.378541419799634,1
279,2.8542497037595607,4
280,2.378541419799634,1
281,1.902833135839707,2
282,1.4271248518797803,2
283,0.9514165679198535,4
284,0.47570828395992676,8
285,0.0,22
286,0.47570828395992676,1
287,0.9514165679198535,1
288,1.4271248518797803,1
289,1.902833135839707,1
290,2.378541419799634,1
291,1.902833135839707,1
292,2.378541419799634,1
293,2.8542497037595607,2
294,3.3299579877194874,1
295,3.805666271679414,2
296,4.281374555639341,8
297,3.805666271679414,5
298,4.281374555639341,1
299,3.805666271679414,1
300,3.3299579877194874,1
301,2.8542497037595607,1
302,2.378541419799634,1
303,1.902833135839707,1
304,2.378541419799634,2
305,2.378541419799634,1
306,2.8542497037595607,1
307,2.378541419799634,2
308,1.902833135839707,2
309,2.378541419799634,1
310,2.8542497037595607,2
311,3.3299579877194874,1
312,3.805666271679414,2
313,3.3299579877194874,1
314,2.8542497037595607,1
315,2.378541419799634,2
316,1.902833135839707,1
317,1.4271248518797803,3
318,0.9514165679198535,3
319,0.47570828395992676,8
